"PLT_CN","PLOTID","MEASYEAR","ECOSEC","ECOPROV","OWNGRPCD","FORTYPGRP","STDORGCD","RDDISTCD","SLOPE","QMD","RD.comm","RD.sap","STDAGE","SITECLCD","LAT","LON","Z"
304030470489998,"23.11.960",2016,"211D","211",40,"100",0,1,28,10.3013274357616,0.737943627713564,0.0321448538813363,75,5,44.30292,-69.77765,0
304030507489998,"23.21.1867",2016,"M211A","M211",40,"800",0,2,5,6.94033009432418,0.245287977564247,0.383806457702038,65,4,46.29022,-69.49687,0
304030511489998,"23.7.264",2015,"211D","211",40,"800",0,5,0,6.63112924018225,0.141050014976191,0.269205822542861,45,3,44.65868,-70.07912,0
304030520489998,"23.3.1777",2016,"M211A","M211",40,"800",0,3,8,9.90515836128641,0.528138580388517,0.200798058382828,80,4,46.56458,-68.64875,0
304030522489998,"23.19.91",2016,"211A","211",40,"800",0,7,8,8.21238176692452,0.316474640606654,0.50224450344201,46,4,46.3345,-68.64727,0
304030562489998,"23.3.26",2016,"M211A","M211",40,"800",0,6,8,6.27406944242898,0.263370123554195,0.791976167813053,29,3,46.61816,-68.8275,0
304030583489998,"23.5.1837",2016,"211D","211",40,"100",0,2,2,9.93460248478077,0.705177311924213,0.105071703868394,70,5,43.8114,-70.13506,0
304030602489998,"23.3.698",2016,"211A","211",40,"800",0,1,2,5.5204813454729,0.113457615749915,0.301348959998943,25,5,46.53831,-68.4591,0
304031832489998,"9.7.4",2016,"221A","221",40,"500",0,3,5,11.0846741043659,0.401723168403801,0,65,4,41.434292,-72.640837,0
304031834489998,"9.9.152",2016,"221A","221",40,"500",0,2,8,11.9205859910648,0.644854779765452,0.13338573768573,89,5,41.297024,-72.73844,0
304031839489998,"9.9.192",2016,"221A","221",40,"500",0,4,5,12.3598705494839,0.685090173860134,0.00678132652270431,91,5,41.489301,-72.965364,0
304031847489998,"9.1.319",2016,"221A","221",40,"500",0,2,26,11.4459114485867,0.876411342188206,0.0699623172045209,92,5,41.306481,-73.292065,0
304031852489998,"9.5.36",2016,"221A","221",40,"500",0,5,27,12.4443963292721,0.817776089176677,0.0599029679527169,105,5,41.729005,-73.391832,0
304031859489998,"9.5.10",2016,"M211C","M211",40,"500",0,1,0,12.1625326309943,0.615882072126178,0.143439222667353,69,5,42.038954,-73.180976,0
304031861489998,"9.5.142",2016,"221A","221",40,"500",0,7,7,14.0126420753202,0.969186599491239,0.186184694848686,102,6,41.939359,-73.233891,0
304031870489998,"9.13.514",2016,"221A","221",40,"500",0,5,9,12.0110818395564,0.629364495162539,0.113299141270257,99,5,41.794837,-72.254118,0
304031873489998,"9.13.441",2016,"221A","221",40,"500",0,3,25,11.0481811938576,0.606568344690017,0.0750395611414106,74,5,41.760737,-72.40339,0
304031876489998,"9.7.596",2016,"221A","221",40,"500",0,3,30,11.2074545297778,0.657502378138738,0.152023320500798,87,6,41.469236,-72.433754,0
304031883489998,"9.15.535",2016,"221A","221",40,"500",0,5,7,10.6263299821194,0.58518384538297,0.128182005529853,87,5,41.69366,-72.034207,0
304031887489998,"9.11.630",2016,"221A","221",40,"500",0,6,26,11.1512151804187,0.570340190563631,0.0178000164352873,100,5,41.425883,-72.293104,0
304031888489998,"9.11.450",2016,"221A","221",40,"500",0,3,6,10.0319354927018,0.684258605684806,0.0557571118054053,82,5,41.573222,-71.861406,0
304031890489998,"9.5.340",2016,"221A","221",40,"500",0,4,0,10.5671830277921,0.570295207572125,0.0503296056124177,63,5,41.638175,-73.348221,0
304031891489998,"9.5.141",2016,"221A","221",40,"500",0,2,20,13.0382059661142,0.817262929737919,0.127706128062453,105,6,41.609005,-73.452925,0
304032788489998,"10.1.488",2016,"232H","232",40,"500",0,6,0,11.3069993939205,0.382363431187082,0.20854583218124,99,5,38.999907,-75.609511,0
304032793489998,"10.3.460",2016,"232H","232",40,"800",0,4,3,14.9243090292315,0.444488928205518,0.0561050335125842,53,4,39.433808,-75.672311,0
304032810489998,"10.5.377",2017,"232H","232",40,"500",0,6,0,10.0680332795262,0.610617423009014,0.121621362643934,69,6,38.799212,-75.418831,0
304032825489998,"10.1.148",2016,"232H","232",40,"500",0,5,3,9.61043029059419,0.449849201913787,0.162864886548943,69,5,39.214477,-75.671618,0
304151793489998,"24.9.1496",2016,"232A","232",40,"500",0,3,32,14.4475697862053,0.702478961411536,0.0807099940094594,80,5,38.543347,-76.609136,0
304151863489998,"24.21.247",2016,"M221D","M221",40,"500",0,5,20,9.9297712532997,0.492480617580283,0.29702361969304,63,5,39.5905,-77.460862,0
304151870489998,"24.27.1022",2016,"221D","221",40,"500",0,5,1,18.7279703919031,0.687151419614681,0,57,4,39.334507,-76.954836,0
304151914489998,"24.37.44",2016,"232A","232",40,"500",0,3,11,14.1700220116104,0.623345954733646,0.137394048906479,75,4,38.371643,-76.610211,0
304151929489998,"24.39.904",2016,"232H","232",40,"500",0,4,0,10.5133248784578,0.461618616339889,0.0882452364129376,89,5,38.169898,-75.764737,0
304151952489998,"25.15.755",2016,"221A","221",40,"500",0,6,13,10.9025448346231,0.646171434944542,0.12688945069856,88,5,42.354449,-72.75335,0
304151955489998,"25.27.11",2017,"221A","221",40,"100",0,4,0,10.5840247045899,0.600824792794844,0.170237367859115,71,4,42.452169,-71.944689,0
304151962489998,"25.27.1268",2016,"M211B","M211",40,"100",0,6,35,12.198640013617,0.878652999204916,0.0767532595489781,95,5,42.688099,-72.00554,0
304151964489998,"25.5.626",2016,"221A","221",40,"500",0,6,12,10.9058735057343,0.531762156843249,0.0633681651320216,92,6,41.920779,-71.220622,0
304151965489998,"25.3.14",2016,"M211C","M211",40,"800",0,4,7,8.90991956566762,0.583719288828568,0.0440214301958601,85,5,42.381723,-73.086263,0
304151975489998,"25.27.289",2016,"221A","221",40,"500",0,2,5,10.9288481653934,0.729072398700709,0.00630727364901968,85,5,42.341736,-71.698278,0
304151991489998,"25.15.639",2016,"221A","221",40,"500",0,3,28,10.6032636485188,0.466917143189973,0.133442302255697,74,4,42.240115,-72.320302,0
304152006489998,"25.11.1005",2016,"M211C","M211",40,"800",0,4,12,12.1206719968479,0.666082317120412,0.127680060461798,85,6,42.694496,-72.916777,0
304152009489998,"25.13.1",2016,"221A","221",40,"500",0,4,8,10.2812544734768,0.633196194410367,0.0707224219728427,68,6,42.210781,-72.674735,0
304152014489998,"25.15.992",2016,"221A","221",40,"500",0,4,15,10.3990384170845,0.492275658287386,0.323004024402288,98,5,42.253737,-72.803535,0
304152015489998,"25.3.875",2016,"M211C","M211",40,"800",0,5,0,11.950871655797,0.726560852235425,0.269600844339237,71,6,42.433429,-73.066093,0
304152017489998,"25.3.741",2016,"M211C","M211",40,"800",0,4,12,12.0308876673551,0.756778470152513,0.387916241732367,73,4,42.165285,-73.066941,0
304207822489998,"34.37.808",2016,"221A","221",40,"500",0,3,21,14.1224555230314,0.833262072929062,0.0671615151210304,131,5,40.950515,-74.726867,0
304207835489998,"34.41.794",2016,"221A","221",40,"500",0,2,24,14.9931499510458,0.308358242928876,0.0467049225460249,113,4,40.744534,-75.010144,0
304207856489998,"34.27.485",2016,"221A","221",40,"500",0,2,4,11.9285875106821,0.583621689964351,0.174342675509002,87,5,40.949448,-74.45213,0
305229986489998,"44.7.104",2017,"221A","221",40,"500",0,4,2,12.043112658279,0.844389510082415,0.00659939348535844,89,6,41.934569,-71.594179,0
305229988489998,"44.7.47",2016,"221A","221",40,"800",0,5,9,11.8448300958688,0.401922376267726,0.291742707328478,79,5,41.826474,-71.688105,0
305229990489998,"44.3.64",2016,"221A","221",40,"500",0,2,22,9.43296784437121,0.528769949251575,0.105947005407756,63,4,41.689285,-71.736001,0
305229991489998,"44.3.14",2016,"221A","221",40,"500",0,5,17,9.38996013577009,0.631079314503887,0.0903575902674699,73,5,41.63369,-71.783597,0
305229995489998,"44.5.222",2017,"221A","221",40,"500",0,2,0,16.8796721927096,0.224937535915629,0,82,6,41.457244,-71.395054,0
305244660489998,"33.5.217",2016,"M211B","M211",40,"500",0,5,3,11.1213758141698,0.825191258277855,0.0475035112337831,98,5,42.920715,-72.170507,0
305244661489998,"33.5.797",2016,"M211B","M211",40,"100",0,5,7,12.5088293141609,0.759284135203692,0.0575584738070105,91,5,42.832356,-72.078396,0
305244665489998,"33.13.298",2016,"221A","221",40,"800",0,5,45,9.91510842099066,0.25455517935058,0.0394679259114928,58,3,43.238012,-71.781139,0
305244666489998,"33.13.769",2016,"M211B","M211",40,"800",0,4,25,10.3319341672488,0.813055002718189,0.118260837154949,113,5,43.258083,-71.955629,0
305244669489998,"33.3.28",2016,"221A","221",40,"800",0,7,18,7.89782971997461,0.0757483706512364,0.283060816971661,35,5,43.639586,-71.106135,0
305246871489998,"33.11.585",2016,"221A","221",40,"800",0,4,3,10.3128757097817,0.617314835131609,0.0744538914992094,94,5,42.781557,-71.745451,0
305246872489998,"33.7.13",2016,"M211A","M211",40,"800",0,5,14,9.88798805077695,0.247055915557635,0.19177452318063,68,5,44.805269,-71.174792,0
305246880489998,"33.15.643",2016,"221A","221",40,"100",0,2,5,18.6562243201124,0.658636111212875,0,74,4,42.983284,-70.859908,0
305246886489998,"33.7.437",2016,"M211A","M211",40,"800",0,6,12,10.6226016901071,0.576504266590928,0.0233775813448079,82,6,45.249382,-71.335402,0
305246887489998,"33.3.1162",2016,"221A","221",40,"800",0,2,0,9.39260938776393,0.278196751763354,0.376678987461057,64,4,43.999697,-71.019991,0
305246888489998,"33.3.955",2016,"221A","221",40,"800",0,4,8,8.44325283990232,0.646136212778354,0.135723442033516,63,5,43.785177,-70.997257,0
305246892489998,"33.7.569",2016,"M211A","M211",40,"800",0,7,22,7.44924599021839,0.747824040271724,0.541451406527835,70,5,44.450326,-71.049108,0
305246902489998,"33.9.476",2016,"M211B","M211",40,"800",0,5,4,10.6029598990419,0.614536314260561,0.128405111610969,101,5,43.893571,-72.074859,0
305246909489998,"33.5.1187",2016,"M211B","M211",40,"800",0,3,25,12.2539585440787,0.971914993806804,0.187114601543724,56,6,42.889667,-72.076895,0
305246912489998,"33.13.1000",2016,"M211B","M211",40,"800",0,5,7,10.6228265750903,0.737446426126779,0.244074468092397,107,5,43.361711,-71.82614,0
305246914489998,"33.13.667",2016,"M211B","M211",40,"800",0,3,0,11.0423004849533,0.562340073371826,0.452604659867102,68,5,43.197392,-72.00315,0
305246915489998,"33.19.840",2016,"M211B","M211",40,"800",0,6,5,10.6799762121407,0.690454249540306,0.0410481779777461,72,5,43.298617,-72.103669,0
305246922489998,"33.19.369",2016,"M211B","M211",40,"800",0,6,10,9.85058373904816,0.45915758174016,0.0972996229360384,71,5,43.499867,-72.176131,0
305246925489998,"33.19.444",2016,"M211B","M211",40,"800",0,5,15,8.35847464317837,0.731487709588162,0.283950422621922,51,5,43.242688,-72.332596,0
305246926489998,"33.5.212",2016,"M211B","M211",40,"500",0,4,16,10.60905273811,0.383919451747379,0.0220519074925591,77,5,43.099048,-72.42577,0
305246928489998,"33.7.1092",2016,"M211A","M211",40,"800",0,4,6,8.99803008744389,0.333778848152066,0.181733519221854,87,5,44.956678,-71.072899,0
305246933489998,"33.3.1121",2016,"221A","221",40,"800",0,7,35,12.2443327384765,0.500213171390095,0.165783863732469,77,5,43.742008,-71.310225,0
305246936489998,"33.1.416",2016,"221A","221",40,"800",0,3,3,8.53222128170619,0.594774662736261,0.410293221507213,55,5,43.354969,-71.343393,0
305246938489998,"33.1.62",2016,"221A","221",40,"800",0,5,12,7.47523912660993,0.276433398347741,0.386747567222383,61,5,43.537044,-71.568484,0
305246949489998,"33.1.275",2016,"M211B","M211",40,"800",0,5,5,10.8009920179319,0.928565054177159,0.0646317708777503,79,5,43.595353,-71.633364,0
305246957489998,"33.9.509",2016,"M211B","M211",40,"800",0,5,5,10.3120385731864,0.752550252738397,0.0164102332826323,95,5,43.582595,-71.922088,0
305246961489998,"33.19.292",2016,"M211B","M211",40,"800",0,6,0,10.8207176764983,0.520286072497475,0.495213160672923,74,5,43.449972,-72.352286,0
305246963489998,"33.7.366",2016,"M211A","M211",40,"800",0,3,10,6.67707520800338,0.37596191304392,0.794043339297343,30,4,45.041355,-71.107633,0
305246964489998,"33.7.1182",2016,"M211A","M211",40,"800",0,5,5,9.25241983090222,0.348463724745361,0.375512572426604,24,6,45.145457,-71.31055,0
305246965489998,"33.7.274",2016,"M211A","M211",40,"800",0,5,20,7.90485083139882,0.0394790386202725,0.263602489084087,2,5,45.019245,-71.167289,0
305246968489998,"33.7.68",2016,"M211A","M211",40,"800",0,6,13,6.05776361374394,0.152967872213138,0.708890113616029,18,5,44.688525,-71.241408,0
305246969489998,"33.7.1133",2016,"M211A","M211",40,"800",0,5,45,7.45871174884651,0.254618368095472,0.446399810252778,21,6,44.676808,-71.285405,0
305246978489998,"33.13.35",2016,"221A","221",40,"500",0,4,15,7.87279550673769,0.418673666897808,0.0362373639972387,55,6,43.219674,-71.393322,0
305246999489998,"33.9.160",2016,"M211B","M211",40,"800",0,2,6,10.0694906950224,0.429643977066486,0.00851203740336382,72,4,43.692386,-71.980476,0
305281767489998,"36.49.1272",2016,"211J","211",40,"800",0,7,2,11.9053082125732,0.552883863067048,0.291440724974723,81,5,43.676629,-75.726127,0
305281769489998,"36.65.4793",2016,"211J","211",40,"800",0,5,5,12.192139921362,0.683963868377986,0,36,5,43.41806,-75.685998,0
305281771489998,"36.107.3077",2016,"211F","211",40,"800",0,4,12,10.633689723838,0.533888920934716,0.327780850406218,74,5,42.256876,-76.46995,0
305281776489998,"36.93.568",2016,"211J","211",40,"500",0,6,10,10.4425451878362,0.735004087199009,0.0882247280121915,70,5,42.913165,-74.066805,0
305281781489998,"36.41.5684",2016,"M211D","M211",40,"800",0,5,14,10.5310255910809,0.441270850455722,0.100984952438346,71,3,43.796339,-74.363124,0
305281782489998,"36.41.5636",2016,"M211D","M211",40,"800",0,6,25,9.45168415327836,0.529716028557119,0.180894117386505,80,5,43.582637,-74.346303,0
306265257489998,"39.83.5251",2016,"221F","221",40,"500",0,5,15,9.70350452156333,0.478899731622057,0.3365103675551,83,4,40.360485,-82.614971,0
306265261489998,"39.117.4956",2016,"222H","222",40,"800",0,5,10,11.0767587015938,0.541392524435838,0.106342128753125,51,5,40.604225,-82.832368,0
306265270489998,"39.157.2791",2016,"221E","221",40,"500",0,4,44,12.7147770548899,0.418339118089061,0.165782432565086,55,5,40.278054,-81.504271,0
306265271489998,"36.25.3015",2016,"211F","211",40,"800",0,2,8,11.3102355665755,0.60501116677241,0.0561477034056716,73,4,41.921204,-75.077117,0
306265277489998,"36.101.2424",2016,"211F","211",40,"800",0,5,25,10.1301324440174,0.769664372394831,0.11707434310695,67,5,42.278163,-77.675382,0
306265279489998,"36.9.5512",2016,"211G","211",40,"800",0,6,40,11.7160146807692,0.691440093092223,0.00609205155543082,120,4,42.082247,-79.029995,0
306265298489998,"36.93.50",2016,"211J","211",40,"800",0,5,14,8.3808222638463,0.62872644562357,0.307073184493517,64,6,42.788894,-74.188698,0
306265318489998,"36.89.4016",2016,"M211D","M211",40,"800",0,5,9,9.53749980021098,0.641375965363532,0.152751411066203,68,5,44.221546,-75.143628,0
306265324489998,"36.113.5279",2016,"M211D","M211",40,"800",0,5,62,10.1192514545296,0.66156289962577,0.170800868665566,115,4,43.467604,-73.80254,0
306265326489998,"36.35.6608",2017,"211J","211",40,"800",0,5,0,9.81990865846552,0.502719183210579,0.306745114853007,94,5,43.032862,-74.224941,0
306265333489998,"36.109.1929",2017,"222I","222",40,"500",0,4,6,8.47464453531828,0.327834833169728,0.0948688979063066,46,6,42.582572,-76.597157,0
306265352489998,"36.9.837",2016,"211G","211",40,"800",0,6,12,11.278181077685,0.437275306681297,0.0853387004616573,104,5,42.127944,-78.59384,0
306265354489998,"36.3.4392",2016,"211F","211",40,"800",0,6,6,11.6755085542344,0.494722908078143,0.0140063359448545,77,5,42.137604,-77.769203,0
306265362489998,"36.37.4115",2016,"222I","222",40,"500",0,5,5,9.79494603057799,0.60416235203836,0.1288867760908,80,5,42.908988,-78.198282,0
306265370489998,"36.51.4560",2016,"222I","222",40,"500",0,5,3,12.0028815984607,0.599401254660186,0.107325098837414,86,5,42.812392,-77.907401,0
306265372489998,"36.3.1887",2016,"211F","211",40,"500",0,3,20,8.32173860039675,0.193212547449583,0.0403467955198998,40,6,42.441727,-77.876815,0
306265376489998,"36.3.1963",2016,"211F","211",40,"500",1,4,10,7.7544693481756,0.429464956529376,0.484812479092376,46,5,42.370889,-78.097676,0
306265393489998,"36.45.7536",2016,"211E","211",40,"800",0,4,0,8.54262422042715,0.190349409728092,0.0568283789560566,55,6,44.014666,-76.240861,0
306265395489998,"36.3.6032",2016,"211G","211",40,"800",0,5,25,10.8022219936456,0.412824436042524,0.197153906611927,65,5,42.027555,-78.125295,0
306265396489998,"36.9.4919",2016,"211G","211",40,"500",0,5,52,11.4425011834534,0.770685476113287,0.064329576622296,80,5,42.080334,-78.318921,0
306265399489998,"36.69.2945",2016,"211F","211",40,"500",0,5,13,11.5210269724535,0.723420694667085,0.102925656431959,51,4,42.685362,-77.564736,0
306265400489998,"36.51.2651",2016,"211F","211",40,"500",0,4,16,11.0336660142622,0.671975946071181,0.0991785256136624,87,6,42.581905,-77.551461,0
306265409489998,"36.13.6334",2016,"221F","221",40,"800",0,5,66,15.7581271548548,0.685286221082927,0.0331118982008365,80,4,42.360652,-79.384977,0
306265413489998,"36.9.377",2016,"211F","211",40,"800",0,6,18,8.56089299599574,0.13294176381246,0.086169952113138,62,5,42.311095,-78.692907,0
306265414489998,"36.9.1547",2016,"211G","211",40,"800",0,6,22,12.56529035634,0.599290587748337,0.0635183347014286,85,4,42.184068,-78.805633,0
306265415489998,"36.9.4218",2016,"211F","211",40,"800",0,5,8,9.67776123388049,0.531988012780199,0.187207027367969,43,5,42.247979,-78.898548,0
306265421489998,"36.13.5120",2016,"221F","221",40,"800",0,5,6,13.1857471753188,0.759389302164365,0.107501761426104,86,5,42.199317,-79.131131,0
306265442489998,"36.29.4871",2016,"222I","222",40,"500",0,2,3,8.523096961679,0.325737666919931,0.129366942129652,72,5,42.783599,-78.764565,0
306265452489998,"36.101.5327",2016,"211F","211",40,"800",0,4,8,11.9752745271246,0.606391915070382,0,91,5,42.379167,-77.410937,0
306265454489998,"36.101.2976",2016,"211F","211",40,"800",0,3,15,8.30971144792803,0.295441450053623,0.0876051513207614,51,5,42.325904,-77.4536,0
306265473489998,"36.17.1998",2016,"211F","211",40,"500",0,5,10,10.0840043066801,0.884370954555668,0.0844838918959298,76,5,42.258632,-75.83387,0
306265478489998,"36.33.2289",2016,"M211D","M211",40,"100",0,4,24,12.0475483419919,0.775309251720909,0,139,4,44.291022,-74.350334,0
306265481489998,"36.33.5367",2016,"M211D","M211",40,"800",0,6,13,9.76602755052673,0.302557793921313,0.420508446226038,76,5,44.114397,-74.503523,0
306265490489998,"36.25.5675",2016,"211I","211",40,"100",0,5,2,12.5240737878066,0.697399904131498,0.0197141288253176,86,5,42.455902,-74.877089,0
306265498489998,"36.31.180",2016,"M211D","M211",40,"100",0,6,5,10.3090014164361,0.787079272261776,0.0886765339785475,133,6,44.166547,-73.544228,0
306265500489998,"36.31.4653",2016,"M211D","M211",40,"800",0,4,20,7.98169781437508,0.456645912199905,0.249331131238059,86,4,44.096144,-73.586763,0
306265502489998,"36.91.1305",2016,"211J","211",40,"800",0,6,14,11.437126262434,0.600918765763597,0.195664180277406,117,5,43.150171,-74.087747,0
306265507489998,"36.21.5886",2016,"221B","221",40,"500",0,5,4,10.577872154188,0.569993692229162,0.163025863790253,88,6,42.208252,-73.618087,0
306265511489998,"36.77.3094",2016,"211F","211",40,"800",0,5,46,9.3827779329541,0.383541575304397,0.318178911286853,39,6,42.580363,-74.953527,0
306265514489998,"36.31.3634",2016,"M211D","M211",40,"800",0,7,12,9.80280572081279,0.464430976386228,0.286674374083725,69,5,44.057484,-73.824321,0
306265519489998,"36.31.2687",2016,"M211D","M211",40,"800",0,2,21,9.47339929052117,0.667872373540531,0.38030502498761,88,5,44.415084,-73.707295,0
306265520489998,"36.113.2936",2016,"M211D","M211",40,"800",0,4,21,7.40092455106295,0.230729384013572,0.0473194947692059,86,5,43.69441,-73.857973,0
306265521489998,"36.113.3250",2016,"M211D","M211",40,"800",0,4,17,8.29418094208223,0.390742586320524,0.262648313896823,32,5,43.566716,-74.043164,0
306265538489998,"36.1.4602",2016,"211I","211",40,"800",0,3,5,9.2331772700409,0.520242438195764,0.0827230505272603,72,6,42.553094,-74.130473,0
306265542489998,"36.39.1811",2016,"211I","211",40,"800",0,6,16,12.285031542491,0.676906896184872,0.0830574249658788,76,5,42.290092,-74.260551,0
306265545489998,"36.111.4943",2016,"211F","211",40,"500",0,2,9,12.6585802984542,0.81190325779009,0.0284992475577772,80,5,41.927169,-74.186398,0
306265548489998,"36.111.4689",2016,"211I","211",40,"500",0,5,33,12.2162323706343,0.744479364160842,0.0844002974059622,72,5,41.889448,-74.32692,0
306265550489998,"36.111.3362",2016,"221B","221",40,"500",0,4,3,7.82468374285349,0.416804070356656,0.277309361069814,52,5,41.772344,-74.252604,0
306265557489998,"36.115.6317",2016,"221B","221",40,"500",0,3,33,8.74697463225951,0.335947550197359,0.213230283344959,37,5,43.472629,-73.267908,0
306265558489998,"36.115.3125",2016,"221B","221",40,"800",1,4,19,8.29098212610452,0.355020192299939,0.145496897040748,59,5,43.230413,-73.290585,0
306265559489998,"36.115.5712",2016,"221B","221",40,"800",0,5,76,12.9341077333206,0.961897038139465,0.0397690006294595,96,5,43.264533,-73.451576,0
306265566489998,"36.111.5343",2016,"211I","211",40,"800",0,5,7,11.1486487262382,0.787008434018589,0.193290628395085,84,5,41.891092,-74.406166,0
306265567489998,"36.105.3274",2016,"211F","211",40,"800",0,4,34,12.9305215322807,0.864881951978445,0.0546086332226212,61,5,41.831831,-74.599213,0
306265568489998,"36.105.5019",2017,"211F","211",40,"800",0,5,21,12.0737180133821,0.748742106015863,0.14123228228994,96,5,41.691269,-74.614588,0
306265569489998,"36.105.340",2016,"211F","211",40,"500",0,5,14,10.0276181119945,0.640753958341906,0.0939912153656943,87,6,41.574881,-74.577292,0
306265592489998,"36.11.3115",2016,"222I","222",40,"500",0,4,0,14.8686919397774,0.475148577429631,0,80,4,42.82175,-76.649504,0
306265597489998,"36.15.1067",2016,"211F","211",40,"100",0,4,3,10.8681025102781,0.347790204461026,0.0132451680994565,45,6,42.272861,-76.784181,0
306265608489998,"36.89.3878",2016,"M211D","M211",40,"800",0,5,12,10.865679914299,0.403521390984377,0.110498941267417,50,6,44.206728,-74.630149,0
306265609489998,"36.41.5308",2016,"M211D","M211",40,"800",0,5,8,9.31889151833172,0.393183893734616,0.369132198240168,45,6,44.078743,-74.672257,0
306265610489998,"36.41.4406",2016,"M211D","M211",40,"800",0,4,8,8.10198388403377,0.183946307535788,0.320454624819864,59,5,44.071916,-74.731844,0
306265611489998,"36.41.1697",2016,"M211D","M211",40,"800",0,5,12,9.2504545342869,0.364633916255529,0.283915903722748,53,5,43.953143,-74.738001,0
306265613489998,"36.43.2098",2016,"M211D","M211",40,"800",0,3,2,9.88605672890151,0.630896427329762,0.265920904507043,80,5,43.933602,-74.840499,0
306265618489998,"36.43.6038",2016,"M211D","M211",40,"800",0,2,25,10.4945534528113,0.440174089640498,0.11955940855531,101,5,43.667637,-74.953344,0
306265620489998,"36.43.2837",2016,"M211D","M211",40,"800",0,6,3,8.57255973952966,0.521306411407543,0.248863154791962,66,4,43.532809,-74.912047,0
306265624489998,"36.99.4903",2016,"222I","222",40,"800",0,5,42,12.3124501449317,0.693684036863078,0.238333905534645,80,5,42.677905,-76.73182,0
306265629489998,"36.17.3258",2016,"211F","211",40,"500",0,4,49,11.7775699465617,0.603231267545872,0.117434941572338,70,6,42.195662,-75.592885,0
306265637489998,"36.33.4976",2016,"M211D","M211",40,"800",0,5,2,7.66537670307207,0.359383490745175,0.287865221615383,76,5,44.601409,-74.509027,0
306265642489998,"36.75.3797",2016,"211J","211",40,"800",0,5,9,11.8478901075255,0.754908632341958,0.0409988045208886,80,5,43.458479,-76.039351,0
306265651489998,"36.77.2809",2016,"211F","211",40,"800",0,6,1,11.0998552114109,0.539232840562989,0.0517194605683663,75,5,42.6322,-75.107204,0
306265654489998,"36.77.890",2016,"211F","211",40,"500",0,4,32,11.1389774298101,0.487274695749314,0.244555755195889,83,5,42.364209,-75.390418,0
306265669489998,"36.65.2153",2017,"211J","211",40,"800",0,5,9,13.5060650488382,0.776563916529147,0.0149021696174806,62,4,43.399128,-75.512103,0
306265677489998,"36.15.3358",2016,"211F","211",40,"800",0,4,27,10.1980246068713,0.636285124632711,0.169326295889255,88,5,42.12251,-76.564267,0
306265685489998,"36.67.1896",2016,"222I","222",40,"800",0,4,10,6.1832434854209,0.066808040555645,0.0928047124063646,29,6,42.981243,-76.025312,0
306265692489998,"36.33.1529",2016,"M211D","M211",40,"800",0,3,21,9.52741907788853,0.582413642007894,0.203296640924354,86,5,44.627277,-74.135009,0
306265697489998,"36.49.6426",2016,"M211D","M211",40,"800",0,6,2,7.51899349367286,0.454342024823361,0.361670066427311,52,5,43.93924,-75.198915,0
306265708489998,"36.11.3385",2016,"222I","222",40,"800",0,5,13,9.90348423535879,0.586485460622947,0,75,5,42.650525,-76.389775,0
306265711489998,"36.89.1327",2016,"211E","211",40,"800",0,6,4,8.49537825013714,0.642294122958179,0.220791385714143,87,5,44.653646,-75.017046,0
306265713489998,"36.89.4474",2016,"211E","211",40,"800",0,5,7,10.2191650017667,0.52698921169379,0.2327321823636,52,5,44.529847,-75.007193,0
306265716489998,"36.89.1371",2016,"M211D","M211",40,"800",0,4,12,10.5893027784332,0.552816341889995,0.287095092403824,77,5,44.308588,-75.099952,0
306265717489998,"36.89.3909",2016,"211E","211",40,"500",0,5,16,8.08655915852906,0.557971754989178,0.098050841688743,65,4,44.431342,-75.216468,0
306265719489998,"36.89.3044",2016,"M211D","M211",40,"800",0,4,7,11.3360175598685,0.388670605297608,0.0929798699891969,83,5,44.179647,-75.196733,0
306265725489998,"36.101.4145",2016,"211F","211",40,"800",0,5,12,9.13691650630798,0.574294104338623,0.191062157002893,67,5,42.072263,-77.104632,0
306265733489998,"36.43.2806",2016,"M211D","M211",40,"800",0,4,18,12.4505328894296,0.611844763236522,0.149172853032065,96,3,43.230468,-74.719943,0
306265736489998,"36.43.6640",2017,"211J","211",40,"800",0,3,25,9.64712167030867,0.422547569206168,0.0776020771708168,51,5,43.228573,-74.927584,0
306265741489998,"36.7.3183",2016,"211F","211",40,"500",0,5,15,11.1607151428571,0.638379453571115,0.0138018275475388,79,4,42.216186,-75.756669,0
306265747489998,"36.31.3643",2016,"M211D","M211",40,"800",0,4,21,11.1921644669182,0.417616816967388,0.156452547996439,104,5,43.958666,-74.236359,0
306265748489998,"36.41.2048",2016,"M211D","M211",40,"800",0,4,9,11.9838383230241,0.46408051141314,0.1563622943275,111,5,43.869683,-74.326964,0
306265750489998,"36.89.4120",2016,"211E","211",40,"800",0,4,0,8.90387988031492,0.887613201491046,0.0586738728295538,98,5,44.865746,-75.086913,0
306265761489998,"36.41.5553",2016,"M211D","M211",40,"800",0,4,9,8.09652703324086,0.105057940931616,0.07187372350159,12,5,43.909484,-74.41137,0
306265775489998,"36.7.4092",2016,"211F","211",40,"800",0,5,8,7.92190818007146,0.991051380582964,0.095389312996116,60,5,42.397112,-76.027472,0
306265777489998,"36.89.2503",2016,"M211D","M211",40,"800",0,2,8,9.92763818841118,0.098089170736494,0.110785878696228,11,5,44.496084,-74.811672,0
306265780489998,"36.89.1840",2016,"M211D","M211",40,"800",0,6,6,9.45573899809,0.181287442157223,0.222265987674259,90,5,44.421254,-74.809269,0
